
# processes = 32 
# repetitions = 20 
# resolution = 5793 
# iterations = 10 

summed time [s], mean time per processor [s], maximum time per processor [s] 
4.591183,  0.143511, 0.143474
3.745693,  0.117060, 0.117053
3.695374,  0.115483, 0.115480
3.705183,  0.115798, 0.115787
3.696938,  0.115534, 0.115529
3.700493,  0.115650, 0.115640
3.686939,  0.115220, 0.115217
3.663963,  0.114505, 0.114499
3.695288,  0.115487, 0.115478
3.693051,  0.115412, 0.115408
3.656335,  0.114264, 0.114260
3.660516,  0.114393, 0.114391
3.709220,  0.115928, 0.115913
3.694748,  0.115464, 0.115461
3.660738,  0.114401, 0.114398
3.657347,  0.114293, 0.114292
3.659209,  0.114353, 0.114350
3.699625,  0.115617, 0.115613
3.668024,  0.114628, 0.114626
3.658613,  0.114334, 0.114332
