
# processes = 256 
# repetitions = 20 
# resolution = 10240 
# iterations = 50 

summed time [s], mean time per processor [s], maximum time per processor [s] 
82.134142,  0.320890, 0.320836
67.438301,  0.263456, 0.263431
66.021289,  0.257899, 0.257896
66.003957,  0.257836, 0.257828
67.226870,  0.262622, 0.262605
78.794531,  0.307805, 0.307791
80.530678,  0.314577, 0.314573
73.625672,  0.287604, 0.287600
73.164521,  0.285803, 0.285799
74.651078,  0.291614, 0.291606
73.997383,  0.289065, 0.289052
76.949282,  0.300592, 0.300583
73.688440,  0.287860, 0.287845
74.066076,  0.289324, 0.289321
73.826286,  0.288389, 0.288384
74.130932,  0.289578, 0.289574
79.995514,  0.312487, 0.312482
83.284297,  0.325331, 0.325329
73.909215,  0.288713, 0.288708
73.650778,  0.287701, 0.287698
