
# processes = 1 
# repetitions = 20 
# resolution = 1024 
# iterations = 50 

summed time [s], mean time per processor [s], maximum time per processor [s] 
0.572678,  0.572678, 0.572678
0.605424,  0.605424, 0.605424
0.607963,  0.607963, 0.607963
0.606795,  0.606795, 0.606795
0.603942,  0.603942, 0.603942
0.604336,  0.604336, 0.604336
0.603944,  0.603944, 0.603944
0.610790,  0.610790, 0.610790
0.608450,  0.608450, 0.608450
0.604318,  0.604318, 0.604318
0.606344,  0.606344, 0.606344
0.601104,  0.601104, 0.601104
0.597725,  0.597725, 0.597725
0.602854,  0.602854, 0.602854
0.598919,  0.598919, 0.598919
0.605626,  0.605626, 0.605626
0.603489,  0.603489, 0.603489
0.610069,  0.610069, 0.610069
0.601508,  0.601508, 0.601508
0.602136,  0.602136, 0.602136
