
# processes = 32 
# repetitions = 20 
# resolution = 1024 
# iterations = 50 

summed time [s], mean time per processor [s], maximum time per processor [s] 
0.662355,  0.020761, 0.020699
0.634398,  0.019828, 0.019825
0.618467,  0.019328, 0.019327
0.620127,  0.019380, 0.019379
0.626766,  0.019587, 0.019586
0.618401,  0.019326, 0.019325
0.618625,  0.019333, 0.019332
0.625976,  0.019562, 0.019562
0.621205,  0.019414, 0.019413
0.615390,  0.019231, 0.019231
0.619018,  0.019345, 0.019344
0.616942,  0.019280, 0.019279
0.618700,  0.019335, 0.019334
0.613584,  0.019176, 0.019174
0.618147,  0.019318, 0.019317
0.613344,  0.019168, 0.019167
0.612864,  0.019152, 0.019152
0.614465,  0.019203, 0.019202
0.613715,  0.019179, 0.019179
0.614221,  0.019195, 0.019194
