
# processes = 1024 
# repetitions = 1 
# resolution = 32768 
# iterations = 50 

summed time [s], mean time per processor [s], maximum time per processor [s] 
21960.887336,  21.523119, 21.446179
19281.426046,  18.925782, 18.829518
23184.968230,  22.709938, 22.641571
19937.738395,  19.561646, 19.470448
20482.427359,  20.057968, 20.002370
20310.249662,  19.935974, 19.834228
20893.566740,  20.438562, 20.403874 
23599.390607,  23.148596, 23.046280
20395.743071,  19.947166, 19.917718
22343.197230,  21.894998, 21.819529
24535.160739,  24.033691, 23.960118
24886.502429,  24.428084, 24.303225
23251.893589,  22.841716, 22.706927
19886.189790,  19.547907, 19.420107
27683.859142,  27.058714, 27.035019
29893.659284,  29.371986, 29.193027
22022.753539,  21.587850, 21.506595
23278.507727,  22.827754, 22.732918
20790.642729,  20.418105, 20.303362
19735.636445,  19.299951, 19.273082
