
# processes = 512 
# repetitions = 20 
# resolution = 23170 
# iterations = 50 

summed time [s], mean time per processor [s], maximum time per processor [s] 
10209.308659,  20.094617, 19.940056
5246.529464,  10.262089, 10.247128
8468.290683,  16.603980, 16.539630
8118.709497,  15.856876, 15.856854
7090.014353,  13.971453, 13.847684
4787.580857,  9.483462, 9.350744
3570.007586,  6.975563, 6.972671
5901.329065,  11.526710, 11.526033
403.855803,  0.788788, 0.788781
5529.517269,  10.799894, 10.799838
6711.095642,  13.217854, 13.107609
7698.498767,  15.116761, 15.036130
2444.121681,  4.784385, 4.773675
5023.904465,  9.818581, 9.812313
1538.975747,  3.084545, 3.005812
5628.066262,  10.998212, 10.992317
3159.893049,  6.171675, 6.171666
6518.396769,  12.731255, 12.731244
349.399436,  0.682498, 0.682421
6377.877257,  12.456802, 12.456792
